username,visited,nomadlist_recommends
@thadley,"['Buenos Aires,  Argentina', 'Lima,  Peru', 'Medellín,  Colombia', 'Des Moines, IA,  United States', 'Phoenix, AZ,  United States', 'San Juan,  Puerto Rico']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@soarc,"['Yerevan,  Armenia']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Tbilisi, Georgia', 'Amsterdam, Netherlands']"
@ky,"['Bled,  Slovenia', 'Kyiv,  Ukraine', 'Ko Samui,  Thailand', 'Dnipro,  Ukraine', 'Lviv,  Ukraine', 'Adrasan,  Turkey', 'Belgrade,  Serbia', 'Tel Aviv,  Israel', 'Jerusalem,  Israel', 'Tel Aviv,  Israel', 'Chernivtsi,  Ukraine', 'Bangkok,  Thailand', 'Kuala Lumpur,  Malaysia', 'Kuching,  Malaysia', 'Siem Reap,  Cambodia', 'Kuala Lumpur,  Malaysia']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@clementromeas,"['Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Lyon,  France', 'Marseille,  France', 'Lyon,  France', 'Avignon,  France', 'Lyon,  France', 'Meaux,  France', 'Écrosnes,  France', 'Paris,  France', 'Lyon,  France', 'La Clusaz,  France', 'Lyon,  France', 'Marseille,  France']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@nick,"['Los Angeles, CA,  United States', 'Lisbon,  Portugal']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@megan_g,"['Tokyo,  Japan', 'Seoul,  South Korea', 'Mauritius, ', 'Gran Canaria, Canary Islands,  Spain', 'Miami, FL,  United States', 'Puerto Plata,  Dominican Republic', 'San Juan,  Puerto Rico', 'Philipsburg,  Sint Maarten', 'St. Thomas,  US Virgin Islands', 'Road Town,  British Virgin Islands', 'Great Stirrup Cay,  The Bahamas', 'Miami, FL,  United States', 'Salt Lake City, UT,  United States', 'Honolulu, Hawaii,  United States', 'Toronto,  Canada', 'Salt Lake City, UT,  United States']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Athens, Greece', 'Tokyo, Japan', 'Budapest, Hungary', 'Madrid, Spain', 'Porto, Portugal']"
@cenoura,"['Orlando, FL,  United States', 'Boston, MA,  United States', 'Orlando, FL,  United States', 'Mexico City,  Mexico', 'Cancun,  Mexico', 'Florianopolis,  Brazil', 'Balneário Camboriú,  Brazil', 'Miami, FL,  United States', 'San Francisco, CA,  United States', 'Las Vegas, NV,  United States', 'San Francisco, CA,  United States', 'Balneário Camboriú,  Brazil', 'Florianopolis,  Brazil', 'Buenos Aires,  Argentina', 'Mendoza,  Argentina', 'Buenos Aires,  Argentina']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@doinglean,"['Chiang Mai,  Thailand']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@simonrossg,"['Santo Domingo,  Dominican Republic', 'San Cristóbal de las Casas,  Mexico', 'Mexico City,  Mexico', 'Chicago, IL,  United States', 'Fort Lauderdale, FL,  United States', 'Mendoza,  Argentina', 'Cordoba,  Argentina', 'Mendoza,  Argentina', 'San Pedro de Atacama,  Chile', 'La Paz,  Bolivia', 'Uyuni,  Bolivia', 'La Paz,  Bolivia', 'Bogota,  Colombia', 'Los Angeles, CA,  United States', 'Medellín,  Colombia', 'São Paulo,  Brazil']","['Bangkok, Thailand', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Istanbul, Turkey', 'Playa  Carmen, Mexico']"
@isabellanpaiva,"['São Paulo,  Brazil', 'Madrid,  Spain', 'Tenerife, Canary Islands,  Spain', 'Bilbao,  Spain', 'Toulouse,  France', 'Bordeaux,  France', 'San Sebastian,  Spain', 'Bilbao,  Spain', 'São Paulo,  Brazil', 'Porto,  Portugal', 'Vigo,  Spain', 'Porto,  Portugal', 'Peniche,  Portugal', 'Lisbon,  Portugal', 'Madrid,  Spain', 'Javea,  Spain']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Prague, Czechia', 'Istanbul, Turkey', 'Rio  Janeiro, Brazil']"
@andresbotero,"['Bogota,  Colombia', 'Barcelona,  Spain', 'Mulhouse,  France', 'Basel,  Switzerland', 'Frankfurt,  Germany', 'Bruges,  Belgium', 'Brussels,  Belgium', 'Amsterdam,  Netherlands', 'Barcelona,  Spain', 'Bogota,  Colombia']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@shastified,"['New York City, NY,  United States', 'Washington, DC,  United States', 'Seattle, WA,  United States', 'Pateros,  United States', 'Seattle, WA,  United States', 'Kennewick, WA,  United States', 'Idaho City,  United States', 'Teton Village,  United States', 'Gardiner,  United States', 'Red Lodge,  United States', 'Wall,  United States', 'Wheatland,  United States', 'Leadville,  United States', 'Moab,  United States', 'Escalante,  United States', 'Cedar City,  United States']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Mexico  City, Mexico', 'Athens, Greece', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@natmorawska,"['Barcelona,  Spain', 'London,  United Kingdom', 'Hong Kong,  Hong Kong', 'Oslo,  Norway']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@silvioalmare,"['Nairobi,  Kenya', 'Leipzig,  Germany', 'Palermo,  Italy', 'Ubud, Bali,  Indonesia', 'Jakarta,  Indonesia', 'Berlin,  Germany', 'Leipzig,  Germany']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands']"
@annabell4233,"['Ericeira,  Portugal', 'Cologne,  Germany', 'Porto,  Portugal', 'Peniche,  Portugal', 'Ericeira,  Portugal', 'Lisbon,  Portugal', 'Imsouane,  Morocco', 'Taghazout,  Morocco', 'Cologne,  Germany', 'Amsterdam,  Netherlands', 'Cologne,  Germany', 'Lisbon,  Portugal', 'Peniche,  Portugal', 'Ericeira,  Portugal', 'Cologne,  Germany', 'Hamburg,  Germany']","['Bangkok, Thailand', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain', 'Istanbul, Turkey']"
@kattylucy,"['Gothenburg,  Sweden', 'Stockholm,  Sweden', 'Sacramento, CA,  United States', 'Playa del Carmen,  Mexico', 'Oaxaca,  Mexico', 'Mexico City,  Mexico', 'Playa del Carmen,  Mexico', 'Sacramento, CA,  United States', 'Playa del Carmen,  Mexico', 'Caracas,  Venezuela', 'Santo Domingo,  Dominican Republic', 'Playa del Carmen,  Mexico', 'Madrid,  Spain', 'Barcelona,  Spain', 'Madrid,  Spain', 'Athens,  Greece']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@danielnomad,"['Ko Pha Ngan,  Thailand', 'Albufeira,  Portugal', 'Toulouse,  France']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Berlin, Germany', 'Prague, Czechia']"
@stefanwille,"['Berlin,  Germany']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Prague, Czechia', 'Munich, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@martinerooth,"['Gran Canaria, Canary Islands,  Spain']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@moonsia,"['Grimentz,  Switzerland', 'Aix-en-Provence,  France', 'Colmar,  France', 'Split,  Croatia', 'Primošten,  Croatia', 'Paris,  France', 'Weligama,  Sri Lanka', 'Dubai,  United Arab Emirates', 'Bucharest,  Romania', 'Aix-en-Provence,  France', 'Los Angeles, CA,  United States', 'Philadelphia, PA,  United States', 'Edison,  United States', 'Sliema,  Malta', 'Amman,  Jordan', 'Budapest,  Hungary']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Mexico  City, Mexico', 'Athens, Greece', 'Tokyo, Japan', 'Hong  Kong, Germany']"
@savvas,"['Sofia,  Bulgaria', 'Samarkand,  Uzbekistan', 'Tashkent,  Uzbekistan', 'Istanbul,  Türkiye', 'Athens,  Greece', 'Dubai,  United Arab Emirates', 'Paphos,  Cyprus', 'Nicosia,  Cyprus', 'Sofia,  Bulgaria', 'Budapest,  Hungary', 'Bucharest,  Romania', 'Sofia,  Bulgaria', 'Athens,  Greece', 'Sofia,  Bulgaria']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@matterandrew,"['Bangkok,  Thailand', 'Chiang Mai,  Thailand']","['Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany']"
@denctl,"['Phuket,  Thailand']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Hong  Kong, Germany']"
@tsirlucas,"['Barcelona,  Spain', 'Italy, ', 'Switzerland, ', 'Paris,  France', 'Amsterdam,  Netherlands', 'Prague,  Czechia', 'Frankfurt,  Germany', 'Berlin,  Germany', 'Amsterdam,  Netherlands', 'São Paulo,  Brazil', 'São Paulo,  Brazil']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Munich, Germany', 'Madrid, Spain', 'Porto, Portugal']"
@luisgc93,"['Quito,  Ecuador', 'Medellín,  Colombia', 'Lisbon,  Portugal', 'Quito,  Ecuador', 'Boston, MA,  United States', 'Quito,  Ecuador', 'Valencia,  Spain', 'Tbilisi,  Georgia', 'Valencia,  Spain', 'Quito,  Ecuador', 'Kyiv,  Ukraine', 'Valencia,  Spain']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@mulching,"['Mexico City,  Mexico']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Istanbul, Turkey']"
@finnious,"['Memphis, TN,  United States', 'Boulder, CO,  United States', 'Memphis, TN,  United States', 'Atlanta, GA,  United States', 'San Diego, CA,  United States', 'Las Vegas, NV,  United States', 'Kansas City, MO,  United States', 'Memphis, TN,  United States', 'Austin, TX,  United States', 'Denver, CO,  United States', 'Memphis, TN,  United States', 'Austin, TX,  United States', 'Charlotte,  United States', 'Atlanta, GA,  United States', 'Orange Beach,  United States', 'Orange Beach,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@pianojukebox,"['San Francisco, CA,  United States', 'Shanghai,  China', 'Coron,  Philippines', 'Singapore,  Singapore', 'Perth,  Australia', 'Melbourne,  Australia', 'Sydney,  Australia', 'Auckland,  New Zealand', 'Mexico City,  Mexico', 'London,  United Kingdom', 'Dubai,  United Arab Emirates', 'Spain,  Spain', 'Germany,  Germany', 'Amsterdam,  Netherlands', 'Barcelona,  Spain', 'Tallinn,  Estonia']","['Bangkok, Thailand', 'Medellín, Colombia', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@karenjulia,"['Da Nang,  Vietnam', 'Panama City,  Panama', 'Glasgow,  United Kingdom']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia']"
@yoliswa,"['Tulum,  Mexico', 'Toronto,  Canada']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Playa  Carmen, Mexico']"
@wonderwhy,"['Bangkok,  Thailand', 'Da Lat,  Vietnam', 'Hoi An,  Vietnam', 'Chiang Mai,  Thailand']","['Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary', 'Budapest, Germany']"
@daniele,"['Ko Chang,  Thailand', 'Peniscola,  Spain', 'Phnom Penh,  Cambodia', 'Ko Samui,  Thailand', 'Vila Nova de Milfontes,  Portugal', 'Tamarindo,  Costa Rica', 'Puerto Viejo,  Costa Rica']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Ko  Ngan, Thailand', 'Berlin, Germany']"
@yolandasilver,"['Seminyak, Bali,  Indonesia', 'Perth,  Australia', 'Melbourne,  Australia', 'Perth,  Australia', 'Singapore,  Singapore', 'Lisbon,  Portugal', 'Luanda,  Angola', 'Lisbon,  Portugal', 'Singapore,  Singapore', 'Perth,  Australia', 'Nairobi,  Kenya']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany']"
@balindsieber,"['Medellín,  Colombia', 'Vancouver,  Canada', 'Hong Kong,  Hong Kong', 'San Francisco, CA,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@jusjus,"['Toronto,  Canada', 'Groningen,  Netherlands', 'Amsterdam,  Netherlands', 'Los Angeles, CA,  United States', 'Puerto Vallarta,  Mexico', 'Los Angeles, CA,  United States', 'Santa Barbara, CA,  United States', 'Amsterdam,  Netherlands', 'Palermo,  Italy', 'Malta, ', 'Malaga,  Spain', 'Vannes,  France', 'Paris,  France']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@priest_gabriel,"['Amsterdam,  Netherlands', 'Berlin,  Germany', 'Tbilisi,  Georgia', 'Ubud, Bali,  Indonesia', 'Seminyak, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Amsterdam,  Netherlands', 'Prague,  Czechia', 'Riga,  Latvia', 'Tbilisi,  Georgia', 'Barcelona,  Spain', 'Amsterdam,  Netherlands', 'Tbilisi,  Georgia', 'Lisbon,  Portugal', 'Kraków,  Poland', 'Vienna,  Austria']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Athens, Greece', 'Tokyo, Japan', 'Munich, Germany', 'Madrid, Spain', 'Porto, Portugal']"
@fliebau,"['Tokyo,  Japan', 'Oita,  Japan', 'Tokyo,  Japan', 'Kyoto,  Japan', 'Seoul,  South Korea', 'Hong Kong,  Hong Kong', 'Halle,  Germany', 'Braga,  Portugal', 'Lisbon,  Portugal', 'Braga,  Portugal', 'Porto,  Portugal', 'Lisbon,  Portugal', 'Halle,  Germany', 'Munich,  Germany', 'Sëlva,  Italy', ""Cortina d'Ampezzo,  Italy""]","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Canggu, Indonesia', 'Athens, Greece', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@justinmurphy,"['Denver, CO,  United States', 'Philadelphia, PA,  United States', 'Rochester Hills,  United States', 'Phuket,  Thailand', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Grand Rapids, MI,  United States', 'Washington, DC,  United States', 'Seattle, WA,  United States', 'Managua,  Nicaragua']","['Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Germany']"
@demiculus,"['Singapore,  Singapore', 'Manila,  Philippines', 'Canggu, Bali,  Indonesia', 'Singapore,  Singapore', 'Bangkok,  Thailand', 'Singapore,  Singapore', 'Istanbul,  Turkey', 'Ankara,  Turkey', 'Ortahisar,  Turkey', 'Ankara,  Turkey', 'Istanbul,  Turkey', 'Bishkek,  Kyrgyzstan', 'Almaty,  Kazakhstan', 'Bishkek,  Kyrgyzstan', 'Dubai,  United Arab Emirates', 'Singapore,  Singapore']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Czechia']"
@onursenoglu,"['Irvine,  United States', 'Bangkok,  Thailand', 'Ko Samui,  Thailand', 'Phuket,  Thailand', 'Bangkok,  Thailand', 'Canggu, Bali,  Indonesia', 'Ubud, Bali,  Indonesia', 'Canggu, Bali,  Indonesia', 'Irvine,  United States', 'San Francisco, CA,  United States', 'Miami, FL,  United States', 'Yosemite National Park,  United States', 'Houston, TX,  United States', 'San Francisco, CA,  United States', 'Honolulu, Hawaii,  United States', 'Austin, TX,  United States']","['Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Hong  Kong, Germany']"
@pdyxs,"['Wellington,  New Zealand', 'Medellín,  Colombia', 'San Francisco, CA,  United States', 'Austin, TX,  United States', 'Lima,  Peru']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Berlin, Germany', 'Amsterdam, Netherlands']"
@dkimot,"['Barcelona,  Spain', 'Rome,  Italy', 'Lahaina,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Athens, Greece', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@cartertune,"['New York City, NY,  United States', 'Boston, MA,  United States', 'Nashville, TN,  United States', 'Menlo Park, CA,  United States']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@gautile,"['Warsaw,  Poland', 'Barcelona,  Spain', 'Tarragona,  Spain', 'Warsaw,  Poland', 'Turin,  Italy', 'Warsaw,  Poland', 'London,  United Kingdom', 'Warsaw,  Poland', 'Turin,  Italy', 'Warsaw,  Poland', 'Turin,  Italy', 'London,  United Kingdom', 'Turin,  Italy', 'Wrocław,  Poland', 'Kraków,  Poland', 'Turin,  Italy']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Athens, Greece', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@where2whit,"['Ubud, Bali,  Indonesia', 'Sydney,  Australia', 'Portland, OR,  United States', 'Krabi,  Thailand', 'Chiang Mai,  Thailand', 'Singapore,  Singapore', 'Mandalay,  Myanmar', 'Siem Reap,  Cambodia', 'Da Lat,  Vietnam', 'Ho Chi Minh City,  Vietnam', 'Suphanburi,  Thailand']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Tokyo, Japan', 'Hong  Kong, Hungary']"
@dzhiriki,"['Medellín,  Colombia', 'Bogota,  Colombia', 'Playa del Carmen,  Mexico', 'Mexico City,  Mexico', 'Guadalajara,  Mexico', 'Puerto Vallarta,  Mexico', 'Madrid,  Spain', 'Sofia,  Bulgaria', 'Belgrade,  Serbia', 'Durrës,  Albania', 'Moscow,  Russia', 'Saint Petersburg,  Russia', 'Madrid,  Spain', 'Porto,  Portugal', 'Marseille,  France', 'Paris,  France']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Medellín, Colombia', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Berlin, Germany', 'Prague, Czechia', 'Helsinki, Finland']"
@infinitetravel,"['Bansko,  Bulgaria', 'Amsterdam,  Netherlands', 'Orlando, FL,  United States', 'Galapagos Islands,  Ecuador', 'Cuenca,  Ecuador', 'Baños Canton,  Ecuador', 'Quito,  Ecuador', 'Puerto Morelos,  Mexico', 'Tulum,  Mexico', 'Tulum,  Mexico', 'Puerto Escondido,  Mexico', 'Teotihuacán,  Mexico', 'Mexico City,  Mexico', 'Cleveland, OH,  United States', 'Montana,  United States', 'San Diego, CA,  United States']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@trager,"['Buenos Aires,  Argentina', 'Paris,  France']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@dschnurr,"['Krabi,  Thailand', 'Ko Pha Ngan,  Thailand', 'Yangon,  Myanmar', 'Old Bagan,  Myanmar', 'Chiang Mai,  Thailand', 'Bangkok,  Thailand', 'Hakone,  Japan', 'Kyoto,  Japan', 'Koyasan,  Japan', 'Osaka,  Japan', 'Miyajima Island,  Japan', 'Tokyo,  Japan']","['Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Canggu, Indonesia', 'Hong  Kong, Hungary', 'Budapest, Germany', 'Berlin, Netherlands']"
@ant0n007,"['Alicante,  Spain', 'Amsterdam,  Netherlands', 'Warsaw,  Poland']","['Bangkok, Thailand', 'Lisbon, Portugal', 'Barcelona, Spain', 'Kraków, Poland', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia', 'Madrid, Spain']"
@jaschaio,"['Sliema,  Malta', 'Girona Province,  Spain', 'Sliema,  Malta', 'Cologne,  Germany', 'Sliema,  Malta', 'Mallorca,  Spain', 'Sliema,  Malta', 'Barcelona,  Spain', 'Sliema,  Malta', 'Barcelona,  Spain', 'Sliema,  Malta', 'Cologne,  Germany', 'Hannover,  Germany', 'Zurich,  Switzerland', 'Sliema,  Malta', 'Mexico City,  Mexico']","['Medellín, Colombia', 'Lisbon, Portugal', 'Canggu, Indonesia', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain', 'Porto, Portugal']"
@rxs,"['Tel Aviv,  Israel', 'Lisbon,  Portugal', 'Budapest,  Hungary', 'Barcelona,  Spain', 'Ouarzazate,  Morocco', 'Brussels,  Belgium', 'Paris,  France', 'Brussels,  Belgium', 'Geneva,  Switzerland', 'Brussels,  Belgium', 'Paris,  France', 'Brussels,  Belgium', 'Madrid,  Spain', 'Lisbon,  Portugal', 'Brussels,  Belgium', 'Ho Chi Minh City,  Vietnam']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Kuala  Lumpur, Malaysia', 'Athens, Greece', 'Tokyo, Japan', 'Berlin, Germany', 'Prague, Czechia', 'Amsterdam, Netherlands']"
@jaspar,"['Austin, TX,  United States', 'New York City, NY,  United States', 'London,  United Kingdom', 'Ibiza,  Spain', 'Barcelona,  Spain', 'Saint-Tropez,  France', 'Berlin,  Germany', 'Tirana,  Albania', 'London,  United Kingdom', 'Sardinia,  Italy', 'London,  United Kingdom', 'Barcelona,  Spain', 'Miami, FL,  United States', 'Los Angeles, CA,  United States', 'San Francisco, CA,  United States', 'New York City, NY,  United States']","['Bangkok, Thailand', 'Medellín, Colombia', 'Lisbon, Portugal', 'Tokyo, Japan', 'Budapest, Hungary', 'Prague, Czechia', 'Amsterdam, Netherlands', 'Madrid, Spain']"
@andykassier,"['Cologne,  Germany', 'Berlin,  Germany', 'Cologne,  Germany', 'Cape Town,  South Africa', 'Johannesburg,  South Africa', 'Dundee,  South Africa', 'Johannesburg,  South Africa', 'Cologne,  Germany', 'Berlin,  Germany', 'Cologne,  Germany', 'Berlin,  Germany', 'Cologne,  Germany', 'Berlin,  Germany', 'Cologne,  Germany', 'Berlin,  Germany', 'Cologne,  Germany']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Buenos  Aires, Argentina', 'Kuala  Lumpur, Malaysia', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Canggu, Indonesia', 'Tokyo, Japan']"
@jd_s,"['Toronto,  Canada', 'Puerto Vallarta,  Mexico', 'Vancouver,  Canada', 'Toronto,  Canada', 'Merida,  Mexico', 'Montreal,  Canada', 'Paris,  France', 'Cape Town,  South Africa', 'Paris,  France', 'Montreal,  Canada', 'Merida,  Mexico', 'Mazatlán,  Mexico', 'Montreal,  Canada', 'Vancouver,  Canada', 'Mexico City,  Mexico', 'Guadalajara,  Mexico']","['Bangkok, Thailand', 'Chiang  Mai, Thailand', 'Lisbon, Portugal', 'Kuala  Lumpur, Malaysia', 'Tokyo, Japan', 'Budapest, Hungary', 'Berlin, Germany', 'Prague, Czechia']"
@delta_self,"['Medellín,  Colombia', 'Austin, TX,  United States', 'Shanghai,  China']","['Bangkok, Thailand', 'Buenos  Aires, Argentina', 'Lisbon, Portugal', 'Barcelona, Spain', 'Mexico  City, Mexico', 'Berlin, Germany', 'Amsterdam, Netherlands', 'Madrid, Spain']"
